clique,version,title,performer,id
712,12,Lullaby of the Leaves,Don Byas - Mary Lou Williams,P_654791
713,0,Get Happy,Ted Wallace & His Campus Boys,P_287008
713,1,Get Happy,Frankie Trumbauer & His Orchestra,P_287010
713,2,Get Happy,Judy Garland,P_291677
713,3,Get Happy,Frank Sinatra,P_25164
713,4,Get Happy,Mel Tormé,P_563963
713,5,Get Happy,Pat Morrissey,P_782865
713,6,Get Happy,Mary Kaye Trio,P_638424
713,7,Get Happy,Jerry Lewis,P_266952
713,8,Get Happy,"Sammy Davis, Jr.",P_556211
713,9,Get Happy,Patty Weaver,P_530760
713,10,Get Happy,Benny Goodman and His Orchestra,P_368321
713,11,Get Happy,Coleman Hawkins and His All-Stars,P_305409
713,12,Get Happy,Frank Cordell and His Orchestra,P_656047
714,0,I Could Write a Book,Harold Lang & Beverly Fite,P_671936
714,1,I Could Write a Book,Frank Sinatra with the Jeff Alexander Choir,P_25173
714,2,I Could Write a Book,Dinah Washington,P_391862
714,3,I Could Write a Book,Betty Carter with The Ray Bryant Trio,P_82760
714,4,I Could Write a Book,Vivian Blaine,P_593155
714,5,I Could Write a Book,Anita O'Day and Billy May,P_116508
714,6,I Could Write a Book,The Chants [1],P_296078
714,7,I Could Write a Book,Vic Damone,P_593182
714,8,I Could Write a Book,P.J. Proby,P_85959
714,9,I Could Write a Book,Arthur Prysock / Count Basie,P_542553
714,10,I Could Write a Book,Artie Shaw and His Orchestra,P_83545
714,11,I Could Write a Book,Marian McPartland,P_116543
714,12,I Could Write a Book,Shorty Rogers and His Giants,P_487193
715,0,Detour Ahead,Woody Herman and His Orchestra - Vocal by Mary Ann McCall,P_197902
715,1,Detour Ahead,Billie Holiday with Tiny Grimes' Sextet,P_729511
715,2,Detour Ahead,Patti Page,P_432745
715,3,Detour Ahead,Jackie Paris,P_198301
715,4,Detour Ahead,"Irene Kral, Herb Pomeroy",P_198156
715,5,Detour Ahead,Boulevard of Broken Dreams,P_263564
715,6,Detour Ahead,Vince Jones,P_198136
715,7,Detour Ahead,Terence Blanchard with Jeanie Bryson,P_684160
715,8,Detour Ahead,"Miriam Klein, Kirk Lightsey",P_647114
715,9,Detour Ahead,Jane Monheit,P_198631
715,10,Detour Ahead,Stan Getz and The Oscar Peterson Trio,P_198079
715,11,Detour Ahead,Bill Evans Trio,P_197917
715,12,Detour Ahead,Terence Blanchard,P_197904
716,0,"Bill Bailey, Won't You Please Come Home?",Arthur Collins,P_155621
716,1,Bill Bailey Won't You Please Come Home,Kid Ory & His Band,P_155623
716,2,Bill Bailey,Big Bill Broonzy,P_392984
716,3,Bill Bailey,Lizzie Miles,P_170284
716,4,"Bill Bailey, Won't You Please Come Home?",Pearl Bailey with Orchestra Conducted by Don Redman,P_170014
716,5,Bill Bailey Won't You Please Come Home,Brenda Lee,P_368568
716,6,"Bill Bailey, Won't You Please Come Home",Roberta Sherwood with Orchestra Directed By Jack Pleis,P_664720
716,7,Bill Bailey,Chet Atkins,P_449778
716,8,Won't You Come Home Bill Bailey,Bobby Darin,P_247039
716,9,"Bill Bailey, Won't You Please Come Home?",Jaye P. Morgan,P_455777
716,10,"Bill Bailey, Won't You Please Come Home",Jonah Jones - The Quartet with Trombone,P_155948
716,11,Bill Bailey,Marty Grosz,P_231574
716,12,Bill Bailey Won't You Please Come Home,Capt. John Handy,P_458250
717,0,My Heart Belongs to Daddy,Larry Clinton and His Orchestra - Vocal refrain by Bea Wain,P_447596
717,1,My Heart Belongs to Daddy,Chick Webb & His Orchestra,P_201605
717,2,My Heart Belongs to Daddy,Mary Martin with Eddy Duchin and His Orchestra,P_201604
717,3,My Heart Belongs to Daddy,Mary Martin with Orchestra Directed by Ray Sinatra,P_248800
717,4,My Heart Belongs to Daddy,Artie Shaw and His Orchestra featuring Kitty Kallen,P_286642
717,5,My Heart Belongs to Daddy,Peggy Lee,P_10785
717,6,My Heart Belongs to Daddy,Pat Suzuki,P_648082
717,7,My Heart Belongs to Daddy,"Anita O'Day, Jimmy Giuffre",P_152838
717,8,My Heart Belongs to Daddy,Joanie Sommers,P_269316
717,9,My Heart Belongs to Daddy,Marilyn Monroe,P_10784
717,10,My Heart Belongs to Daddy,Gerry Mulligan Quartet,P_760468
717,11,My Heart Belongs to Daddy,Clark Terry Quintet,P_764139
717,12,My Heart Belongs to Daddy,Terry Snyder and The All Stars,P_282624
718,0,They Say It's Wonderful,Andy Russell,P_408086
718,1,They Say It's Wonderful,Jo Stafford with Paul Weston and His Orchestra,P_283014
718,2,They Say It's Wonderful,Eddie Fisher,P_561495
718,3,They Say It's Wonderful,The Chordettes,P_310927
718,4,They Say It's Wonderful,Sarah Vaughan,P_279319
718,5,They Say It's Wonderful,Mary Martin and John Raitt,P_197402
718,6,They Say It's Wonderful,John Coltrane and Johnny Hartman,P_21722
718,7,They Say It's Wonderful,Jimmy Scott,P_548844
718,8,They Say It's Wonderful,Dionne Warwick,P_480249
718,9,They Say It's Wonderful,Engelbert Humperdinck,P_340736
718,10,They Say It's Wonderful,Don Byas Quartet,P_652601
718,11,They Say It's Wonderful,Mantovani and His Orchestra,P_640498
718,12,They Say It's Wonderful,Stanley Black and His Orchestra,P_665567
719,0,A Sleepin' Bee,"Diahann Carroll, Dolores Harper, Ada Moore and Enid Mosier",P_4939
719,1,A Sleepin' Bee,Carmen McRae with Orchestra Conducted by Ernie Wilkins,P_438551
719,2,A Sleepin' Bee,June Christy,P_536146
719,3,A Sleepin' Bee,Tony Bennett,P_9190
719,4,A Sleepin' Bee,Nancy Wilson & Cannonball Adderley,P_108697
719,5,A Sleepin' Bee,Julie Andrews,P_256415
719,6,A Sleepin' Bee,Leontyne Price /  André Previn,P_756151
719,7,A Sleepin' Bee,Al Jarreau,P_151846
719,8,A Sleepin' Bee,Marano & Monteiro,P_292219
719,9,A Sleepin' Bee,Cécile Verny Quartett,P_643954
719,10,A Sleepin' Bee,Quincy Jones,P_300071
719,11,A Sleepin' Bee,Dick Marx / Buddy Collette,P_766806
719,12,Sleepin' Bee,Tommy Flanagan,P_636934
720,0,Ill Wind,Harold Arlen acc. by Arthur Schutt,P_56239
720,1,Ill Wind,Eddy Duchin and His Orchestra - Vocal Refrain by Harold Arlen,P_56240
720,2,Ill Wind (You're Blowing Me No Good),Leo Reisman and His Orchestra,P_56254
720,3,Ill Wind,Maxine Sullivan,P_56251
720,4,Ill Wind,Lena Horne,P_243963
720,5,Ill Wind,Charlie Barnet & His Orchestra,P_56253
720,6,Ill Wind,Frank Sinatra,P_65608
720,7,Ill Wind,Dinah Washington,P_168050
720,8,Ill Wind,Marilyn Moore,P_115135
720,9,Ill Wind,Ella Fitzgerald,P_611400
720,10,Ill Wind,Art Tatum,P_590424
720,11,Ill Wind,Lennie Niehaus,P_745052
720,12,Ill Wind,Wynton Kelly,P_563897
721,0,If I Loved You,Dinah Washington with Teddy Stewart's Orchestra,P_104042
721,1,If I Loved You,Jo Stafford with Paul Weston and His Orchestra,P_566131
721,2,If I Loved You,Roy Hamilton,P_80337
721,3,If I Loved You,Jane Morgan,P_681098
721,4,If I Loved You,Toni Dalli with Michael Collins and His Orchestra,P_557806
721,5,If I Loved You,Andy Williams,P_96720
721,6,If I Loved You,Richard Kiley,P_798647
721,7,If I Loved You,Sammy Davis Jr.,P_454614
721,8,If I Loved You,Richard Anthony,P_395940
721,9,If I Loved You,Chad and Jeremy,P_197710
721,10,If I Loved You,Percy Faith,P_344024
721,11,If I Loved You,Mantovani and His Orchestra,P_640486
721,12,If I Loved You,101 Strings,P_673554
722,0,Unforgettable,Nat King Cole,P_42338
722,1,Unforgettable,Dinah Washington,P_163356
722,2,Unforgettable,Peggy Lee,P_287634
722,3,Unforgettable,Aretha Franklin,P_45986
722,4,Unforgettable,Vikki Carr,P_575495
722,5,Unforgettable,Marvin Gaye,P_76695
722,6,Unforgettable,Sammy Davis Jr.,P_84260
722,7,Unforgettable,Arthur Prysock,P_542854
722,8,Unforgettable,Brook Benton,P_642219
722,9,Unforgettable,Lou Rawls,P_53765
722,10,Unforgettable,Billy May and His Orchestra,P_649899
722,11,Unforgettable,Dick Hyman Trio,P_664390
722,12,Unforgettable,Pepper Adams Quintet,P_550551
723,0,"Hey Joe, Where You Gonna Go?",The Leaves,P_642
723,1,"Hey Joe, Where Ya Gonna Go?",Sammy Lee and The Summits,P_347160
723,2,Hey Joe,Love,P_23563
723,3,Hey Joe (You Shot Your Woman Down),Tim Rose,P_42842
723,4,Hey Joe Where Are You Going,The Surfaris,P_6759
723,5,"Hey Joe, Where You Gonna Go?",The Standells,P_37389
723,6,Hey Joe (Where You Gonna Go),The Byrds,P_12406
723,7,Hey Joe,The Shadows of Knight,P_54739
723,8,Hey Joe (Where You Gonna Go),The Cryan' Shames,P_61153
723,9,Hey Joe,The Music Machine,P_2549
723,10,Hey Joe,The Folkswingers featuring Harihar Rao,P_367295
723,11,Hey Joe,The Stillroven,P_111432
723,12,Hey Joe,The London Symphony Orchestra,P_559420
724,0,Fields of Gold,Tracy,P_578633
724,1,Fields of Gold,Eva Cassidy,P_10441
724,2,Fields of Gold,Seán Keane,P_492097
724,3,Fields of Gold,Mary Black,P_44590
724,4,Terre d'oru,I Muvrini and Sting,P_4946
724,5,Fields of Gold,Páll Rósinkranz,P_516105
724,6,Fields of Gold,Emi Fujita,P_524125
724,7,Fields of Gold,Keali'i Reichel,P_453269
724,8,Fields of Gold,The Hyannis Sound,P_547843
724,9,Fields of Gold,Beerbong,P_696313
724,10,Fields of Gold,Brian Withycombe,P_492480
724,11,Fields of Gold,Kevin Kern,P_555655
724,12,Fields of Gold,The Bernstein Bard Trio,P_791543
725,0,Lady Madonna,Larry Butler,P_317214
725,1,Lady Madonna,Fats Domino,P_29950
725,2,Lady Madonna,The G/9 Group,P_416559
725,3,Lady Madonna,Gary Puckett & The Union Gap,P_24892
725,4,Lady Madonna,Die Perrys,P_225069
725,5,Lady Madonna,The Ravers,P_758323
725,6,Lady Madonna,Junior Parker,P_381582
725,7,Lady Madonna,Derrick Harriott and The Crystalites,P_266515
725,8,Lady Madonna,Potliquor,P_391758
725,9,Lady Madonna,Swamp Dogg,P_181822
725,10,Lady Madonna,Chet Atkins,P_28423
725,11,Lady Madonna,Trombones Unlimited,P_504725
725,12,Lady Madonna,Booker T. & The M.G.'s,P_25372
726,0,Tonight,Larry Kert & Carol Lawrence,P_54466
726,1,Tonight,Johnny Mathis,P_54488
726,2,Tonight,Billy Eckstine,P_432678
726,3,Tonight,Jay and The Americans,P_185956
726,4,Tonight,Ferrante & Teicher,P_372859
726,5,Tonight,Richard Beymer – Natalie Wood,P_110134
726,6,Tonight,Bobby Rydell and The Bernie Lowe Orchestra,P_577736
726,7,Tonight,Andy Williams,P_96715
726,8,Tonight,Robert Goulet,P_402990
726,9,Tonight,Vic Damone,P_593181
726,10,Tonight,André Previn & His Pals,P_657197
726,11,Tonight,Oscar Peterson Trio,P_658219
726,12,Tonight,Enoch Light and His Orchestra,P_95710
727,0,Too Marvelous for Words,Ross Alexander,P_27906
727,1,Too Marvelous for Words,Bing Crosby with Jimmy Dorsey and His Orchestra,P_292573
727,2,Too Marvelous for Words,Jo Stafford with Paul Weston and His Orchestra,P_456459
727,3,Too Marvelous for Words,The Dave Brubeck Trio,P_433725
727,4,Too Marvelous for Words,Billie Holiday,P_372210
727,5,Too Marvelous for Words,Lita Roza and The Tony Kinsey Quartet,P_781436
727,6,Too Marvelous for Words,Fatima Robin's con Fred Buscaglione e i suoi Asternovas,P_102533
727,7,Too Marvelous for Words,Abbe Lane with Tito Puente and His Orchestra,P_316985
727,8,Too Marvelous for Words,Bea Abbott with Hall Otis and His Orchestra,P_412257
727,9,Too Marvelous for Words,The Lennon Sisters,P_398466
727,10,Too Marvelous for Words,Lee Konitz and The Gerry Mulligan Quartet,P_321190
727,11,Too Marvelous for Words,Art Tatum,P_512223
727,12,Too Marvelous for Words,Buddy Morrow and His Orchestra,P_766961
728,0,On a Slow Boat to China,Benny Goodman and His Orchestra,P_97632
728,1,On a Slow Boat to China,Kay Kyser & His Orchestra,P_60714
728,2,On a Slow Boat to China,Larry Clinton and His Orchestra,P_455368
728,3,On a Slow Boat to China,Joni James,P_358047
728,4,On a Slow Boat to China,"Sammy Davis, Jr.",P_454575
728,5,On a Slow Boat to China,Rosemary Clooney and Bing Crosby,P_97634
728,6,On a Slow Boat to China,Jackie Paris,P_513173
728,7,On a Slow Boat to China,Hugo Winterhalter and His Orchestra and Chorus,P_722911
728,8,On a Slow Boat to China,Hal Munro,P_176058
728,9,Slow Boat to China,Jimmy Roselli,P_642246
728,10,On a Slow Boat to China,André Previn,P_540951
728,11,On a Slow Boat to China,Barney Kessel,P_116173
728,12,On a Slow Boat to China,The Dave Pell Octet,P_170771
729,0,You're Driving Me Crazy,Jack Albin and His Hotel Pennsylvania Dance Orchestra,P_679648
729,1,You're Driving Me Crazy,Rudy Vallée and His Connecticut Yankees,P_115142
729,2,You're Driving Me Crazy,Nick Lucas and His Troubadors,P_226046
729,3,You're Driving Me Crazy! (What Did I Do?),Guy Lombardo and His Royal Canadians,P_115143
729,4,You're Driving Me Crazy,Gracie Fields,P_741870
729,5,You're Drivin' Me Crazy,Tommy Dorsey and His Orchestra,P_579404
729,6,You're Driving Me Crazy (What Did I Do),Buddy Greco and The Heathertones,P_433662
729,7,You're Driving Me Crazy,Patti Page,P_184502
729,8,You're Driving Me Crazy,Mel Tormé,P_563967
729,9,You're Driving Me Crazy,Joe Turner,P_264149
729,10,You're Driving Me Crazy (What Did I Do?),Art Tatum,P_590388
729,11,You're Driving Me Crazy!,Erroll Garner,P_757914
729,12,You're Driving Me Crazy,Les & Larry Elgart,P_544675
730,0,Tangerine,Cal Tjader,P_590799
731,0,Little Green Apples,Roger Miller,P_5363
731,1,Little Green Apples,Bobby Goldsboro,P_267077
731,2,Little Green Apples,Dionne Warwick,P_37743
731,3,Little Green Apples,Bobbie Gentry & Glen Campbell,P_24739
731,4,Little Green Apples,Ray Conniff and The Singers,P_46734
731,5,Little Green Apples,Frank Sinatra,P_28109
731,6,Little Green Apples,Ray Price,P_203852
731,7,Little Green Apples,O.C. Smith,P_103374
731,8,Little Green Apples,Johnny Mathis,P_49726
731,9,Little Green Apples,Jackie Trent and Tony Hatch,P_433931
731,10,Little Green Apples,Stanley Turrentine,P_43442
731,11,Little Green Apples,Lenny Dee,P_333695
731,12,Little Green Apples,King Curtis,P_421121
732,0,Penny Lane,Amen Corner,P_65261
732,1,Penny Lane,The Ray Bloch Singers,P_630778
732,2,Penny Lane,Kenny Rankin,P_40623
732,3,Penny Lane,Lena Zavaroni,P_441374
732,4,Penny Lane,Leo Brouwer,P_347310
732,5,Penny Lane,Paul McCartney,P_376366
732,6,Penny Lane,Vincent DiCola,P_9372
732,7,Penny Lane,Bugs & Friends,P_346861
732,8,Penny Lane,The Beatles Acoustic Trio,P_596242
732,9,Penny Lane,Rangzen,P_386738
732,10,Penny Lane,The Hollyridge Strings,P_25391
732,11,Penny Lane,101 Strings,P_439228
732,12,Penny Lane,Günter Noris,P_752337
733,0,I Can't Make You Love Me,Bonnie Raitt,P_8872
733,1,I Can't Make You Love Me,Mike Reid [US],P_681333
733,2,I Can't Make You Love Me,Nancy Wilson,P_109985
733,3,I Can't Make You Love Me,Mary Coughlan,P_9293
733,4,I Can't Make You Love Me,Will Downing,P_43127
733,5,I Can't Make You Love Me,Robi Kahakalau,P_592017
733,6,Can't Make You Love Me,Chris Jones & Steve Baker,P_395140
733,7,I Can't Make You Love Me,Kevin Mahogany,P_330119
733,8,I Can't Make U Love Me,Prince,P_9292
733,9,I Can't Make You Love Me,George Michael,P_8887
733,10,I Can't Make You Love Me,Brian Withycombe,P_492479
733,11,I Can't Make You Love Me,Neal Schon,P_119866
733,12,I Can't Make You Love Me,Adam Rafferty,P_295267
734,0,Lazy Afternoon,Jackie and Roy,P_186652
734,1,Lazy Afternoon,Rod McKuen,P_277753
734,2,It's a Lazy Afternoon,Lucy Reed,P_126241
734,3,Lazy Afternoon,Tony Bennett,P_30176
734,4,Lazy Afternoon,Ethel Azama,P_436390
734,5,Lazy Afternoon,Billie Poole,P_537788
734,6,Lazy Afternoon,Susannah Young,P_346013
734,7,A Lazy Afternoon,Shirley Horn Trio,P_544729
734,8,Lazy Afternoon,Ron Kaplan,P_233192
734,9,Lazy Afternoon,Holly Cole,P_157815
734,10,Lazy Afternoon,Marty Paich,P_372688
734,11,Lazy Afternoon,Kenny Dorham,P_544903
734,12,Lazy Afternoon,Pete LaRoca,P_564617
735,0,My Heart Stood Still,Ambrose and His Mayfair Orchestra,P_420519
735,1,My Heart Stood Still,Broadway Nitelites,P_321871
735,2,My Heart Stood Still,Perry Como,P_7877
735,3,My Heart Stood Still,Mario Lanza with Orchestra Ray Sinatra,P_592664
735,4,My Heart Stood Still,Ella Fitzgerald,P_22955
735,5,My Heart Stood Still,Sarah Vaughan,P_279318
735,6,My Heart Stood Still,Pam Garner,P_492801
735,7,My Heart Stood Still,Bernadette Carroll,P_88847
735,8,My Heart Stood Still,Eileen Farrell,P_770111
735,9,My Heart Stood Still,Trudy Kerr,P_712991
735,10,My Heart Stood Still,Artie Shaw and His Orchestra,P_293643
735,11,My Heart Stood Still,The Oscar Peterson Trio,P_250998
735,12,My Heart Stood Still,Lennie Niehaus,P_745041
736,0,If I Could Be with You,Eva Taylor,P_120330
736,1,If I Could Be with You One Hour To-Night,"Hit-of-the-Week Orchestra - Bert Hersch, Director",P_288622
736,2,If I Could Be with You,Ruth Etting,P_120333
736,3,If I Could Be with You One Hour Tonight,Louis Armstrong and His Sebastian New Cotton Club Orchestra,P_120331
736,4,If I Could Be with You One Hour To-Night,McKinney's Cotton Pickers,P_292689
736,5,If I Could Be with You One Hour Tonight,Louis Prima and His Orchestra,P_120337
736,6,If I Could Be with You,Count Basie & His Orchestra,P_120336
736,7,If I Could Be with You One Hour Tonight,Wingy Manone & His Orchestra With Kay Starr,P_195926
736,8,If I Could Be with You,Art Lund - Orch. Cond. by Johnny Thompson,P_678969
736,9,If I Could Be with You,Charioteers,P_611088
736,10,If I Could Be with You,Benny Goodman and His Orchestra,P_221758
736,11,If I Could Be with You One Hour Tonight,Oscar Peterson,P_181577
736,12,If I Could Be with You One Hour Tonight,Cootie Williams and His Orchestra,P_573629
737,0,I Let a Song Go Out of My Heart,Johnny Hodges and His Orchestra,P_309822
737,1,I Let a Song Go Out of My Heart,Mildred Bailey and Her Orchestra,P_310041
737,2,I Let a Song Go Out of My Heart,Benny Goodman and His Orchestra,P_292717
737,3,I Let a Song Go Out of My Heart,Connie Boswell,P_110964
737,4,I Let a Song Go Out of My Heart,Dinah Washington,P_309796
737,5,I Let a Song Go Out of My Heart,Al Hibbler with Leroy Lovett and His Orchestra,P_309845
737,6,I Let a Song Go Out of My Heart,Rosemary Clooney & Duke Ellington and his Orchestra,P_70959
737,7,I Let a Song Go Out of My Heart,Johnny Hartman,P_310045
737,8,I Let a Song Go Out of My Heart,Ella Fitzgerald with Duke Ellington and His Orchestra,P_64594
737,9,I Let a Song Go Out of My Heart,Ruth Olay,P_159440
737,10,I Let a Song Go Out of My Heart,The Dizzy Gillespie/Stan Getz Sextet,P_310022
737,11,I Let a Song Go Out of My Heart,Thelonious Monk,P_72595
737,12,I Let a Song Go Out of My Heart,"The Amazing Jean ""Toots"" Thielemans",P_132182
738,0,Our Day Will Come,Ruby and The Romantics,P_4646
738,1,Our Day Will Come,Julie London,P_104317
738,2,Our Day Will Come,Brenda Lee,P_47940
738,3,Our Day Will Come,Bobby Rydell,P_329353
738,4,Our Day Will Come,Dee Dee Sharp,P_249154
738,5,Our Day Will Come,Blossom Dearie,P_550896
738,6,Our Day Will Come,Pat Boone,P_424789
738,7,Our Day Will Come,Nancy Wilson,P_45054
738,8,Our Day Will Come,Donna Lynn,P_539199
738,9,Our Day Will Come,Trini Lopez,P_746375
738,10,Our Day Will Come,Percy Faith and His Orchestra,P_483437
738,11,Our Day Will Come,Joe Harnell,P_283618
738,12,Our Day Will Come,The Hollyridge Strings,P_452917
739,0,Mr. Tambourine Man,Bob Dylan,P_644348
739,1,Mr. Tambourine Man,The Byrds,P_1283
739,2,Mr. Tambourine Man,Johnny Rivers,P_62987
739,3,Mr. Tambourine Man,The 4 Seasons,P_124895
739,4,Mr. Tambourine Man,Judy Collins,P_103433
739,5,Mr. Tambourine Man,The Barbarians,P_22388
739,6,Mr. Tambourine Man,The Brothers Four,P_69289
739,7,Mr. Tambourine Man,The Staccatos [ZA],P_411007
739,8,Mr. Tambourine Man,Stevie Wonder,P_6252
739,9,Mr. Tambourine Man,The Beau Brummels,P_105418
739,10,Mr. Tambourine Man,Glen Campbell,P_498431
739,11,Mr. Tambourine Man,Jerry Murad's Harmonicats,P_563619
739,12,Mr. Tambourine Man,Wout Steenhuis,P_673758
740,0,Let's Stay Together,Al Green,P_3057
740,1,Let's Stay Together,Isaac Hayes,P_36121
740,2,Let's Stay Together,The Shirelles,P_43156
740,3,Let's Stay Together,Billy Paul,P_25114
740,4,Let's Stay Together,Margie Joseph,P_46284
740,5,Let's Stay Together,Al Jarreau,P_689205
740,6,Let's Stay Together,The Pasadenas,P_228033
740,7,Let's Stay Together,Eternal,P_98809
740,8,Let's Stay Together,Bobby Ross Avila,P_446489
740,9,Let's Stay Together,Big Mountain,P_276776
740,10,Let's Stay Together,Ronnie Foster,P_42672
740,11,Let's Stay Together,Jimmy McGriff,P_9905
740,12,Let's Stay Together,O'Donel Levy,P_392032
741,0,You Took Advantage of Me,Paul Whiteman and His Orchestra,P_433038
741,1,You Took Advantage of Me,Fred Rich & His Hotel Astor Orchestra,P_433051
741,2,You Took Advantage of Me,Vaughn De Leath and Paul Harris,P_225951
741,3,You Took Advantage of Me,Miss Lee Wiley with Joe Bushkin's Orchestra,P_293631
741,4,You Took Advantage of Me,Lee Wiley,P_601705
741,5,You Took Advantage of Me,Carmen McRae,P_146243
741,6,You Took Advantage of Me,Ella Fitzgerald,P_22974
741,7,You Took Advantage of Me,Elaine Stritch,P_264332
741,8,You Took Advantage of Me,The Hi-Lo's,P_146422
741,9,You Took Advantage of Me,Billie Holiday - Ray Ellis and His Orchestra,P_167558
741,10,You Took Advantage of Me,Cliff Jackson,P_447487
741,11,You Took Advantage of Me,Art Tatum,P_590349
741,12,You Took Advantage of Me,Bob Brookmeyer,P_764032
742,0,Comes Love,Harry James and His Orchestra,P_355307
742,1,Comes Love,Larry Clinton & His Orchestra,P_355304
742,2,Comes Love,Artie Shaw and His Orchestra - Vocal Refrain by Helen Forrest,P_355301
742,3,Comes Love,Helen Merrill,P_40652
742,4,Comes Love,Jane Powell,P_668225
742,5,Comes Love,Sarah Vaughan,P_279287
742,6,Comes Love,Ella Fitzgerald,P_611431
742,7,Comes Love,Billie Holiday,P_355295
742,8,Comes Love,Ray Ellis & His Orchestra,P_672051
742,9,Comes Love,Carmen McRae with Orchestra Conducted by Ernie Wilkins,P_665502
742,10,Comes Love,Conte Candoli and Lou Levy,P_664680
742,11,Comes Love,Hal Mooney,P_348034
742,12,Comes Love,Fraser MacPherson Quartet,P_714868
743,0,My Cherie Amour,Stevie Wonder,P_7312
743,1,My Cherie Amour,The Jackson 5,P_43551
743,2,My Cherie Amour,Tony Bennett,P_31097
743,3,My Cherie Amour,Al Martino,P_119457
743,4,My Cherie Amour,Smokey Robinson & The Miracles,P_131221
743,5,My Cherie Amour,Billy Eckstine,P_394777
743,6,My Cherie Amour,The Larks,P_329813
743,7,My Cherie Amour,Edmundo Ros and His Orchestra,P_385451
743,8,My Cherie Amour,Engelbert Humperdinck,P_117233
743,9,My Cherie Amour,Quincy Jones,P_45513
743,10,My Cherie Amour,Joe Harnell,P_394791
743,11,My Cherie Amour,Harry J Allstars,P_408491
743,12,My Cherie Amour,The Ramsey Lewis Trio,P_408468
744,0,Get Back,Al Green,P_25365
744,1,Get Back,Anonymously Yours,P_78638
744,2,Get Back,Doris Troy,P_115446
744,3,Get Back,Ike and Tina Turner,P_16245
744,4,Get Back,The Main Ingredient,P_412660
744,5,Get Back,Gary McFarland,P_34211
744,6,Get Back,The Deirdre Wilson Tabac,P_144786
744,7,Get Back,Billy Preston,P_35146
744,8,Get Back,Jessi Colter,P_417511
744,9,Get Back,Paul McCartney,P_54204
744,10,Get Back,Ted Heath and His Music,P_521550
744,11,Get Back,The Harvey Averne Band,P_378732
744,12,Get Back,Le grand orchestre de Paul Mauriat,P_152460
745,0,Águas de Março,Antônio Carlos Jobim,P_11516
745,1,Águas de Março,Ronald Mesquita,P_198000
745,2,Águas de Março,Elis Regina,P_754466
745,3,Águas de Março,Elis & Tom,P_18345
745,4,Águas de Março,Tania Maria,P_652909
745,5,Aguas de Março (Waters of March),Stan Getz featuring João Gilberto,P_358256
745,6,Águas de Março,Kazmi with Rickies,P_316241
745,7,Águas de Março,Smoke City,P_56633
745,8,Águas de Março,Maúcha Adnet,P_454417
745,9,Águas de Março,Quarteto Jobim-Morelenbaum,P_419265
745,10,Águas de Março,Milton Banana,P_608546
745,11,Águas de Março,Brazilian Tropical Orchestra,P_587796
745,12,Águas de Março (Waters of March),JoAnne Brackeen,P_769884
746,0,The Masquerade Is Over,Jimmy Dorsey and His Orchestra,P_266543
746,1,The Masquerade Is Over,Helen Merrill,P_40654
746,2,I'm Afraid the Masquerade Is Over,Sarah Vaughan,P_237978
746,3,(I'm Afraid) The Masquerade Is Over,Jesse Belvin,P_197016
746,4,I'm Afraid the Masquerade Is Over,Jimmy Scott,P_644146
746,5,The Masquerade Is Over,Dakota Staton - Orchestra Conducted by Benny Carter,P_554771
746,6,The Masquerade Is Over,Marvin Gaye,P_7585
746,7,The Masquerade,Little Stevie Wonder,P_393829
746,8,I'm Afraid the Masquerade Is Over,Etta Jones,P_611192
746,9,The Masquerade Is Over,The Five Satins,P_390080
746,10,(I'm Afraid) The Masquerade Is Over,Milt Jackson,P_147267
746,11,The Masquerade Is Over,Billy Preston,P_104791
746,12,The Masquerade Is Over,Karel Boehlee Trio,P_652947
747,0,Dream,The Pied Pipers with Paul Weston and His Orchestra,P_42054
747,1,Dream,Frank Sinatra with The Ken Lane Singers - Orchestra Conducted by Axel Stordahl,P_333459
747,2,Dream,The Harmonaires,P_504802
747,3,Dream,Four Aces featuring Al Alberts,P_177634
747,4,Dream,Betty Johnson,P_216005
747,5,Dream,Millicent Martin with Tony Osborne and His Orchestra,P_488264
747,6,Dream,Frank Sinatra,P_187741
747,7,Dream,Little Anthony & The Imperials,P_188908
747,8,Dream,Etta James,P_211439
747,9,Dream,Roy Orbison,P_59149
747,10,Dream,Billy Vaughn and His Orchestra,P_593529
747,11,The Dream,Dollar Brand,P_460446
747,12,Dream,"Buddy Tate / Harry ""Sweets"" Edison / Roy Williams /  Brian Lemon",P_721321
748,0,I Saw Her Standing There,Duffy Power with The Graham Bond Quartet,P_25274
748,1,I Saw Her Standing There,The Liverpools,P_12478
748,2,I Saw Her Standing There,The Crickets,P_340689
748,3,I Saw Her Standing There,The Weasels,P_38593
748,4,I Saw Her Standing There,The Chipmunks,P_33943
748,5,I Saw Her Standing There,The Hollyridge Strings,P_38832
748,6,I Saw Her Standing There,Bob Leaper,P_38696
748,7,I Saw Her Standing There,Anthony Newley,P_494676
748,8,I Saw Him Standing There,Mary Wells,P_38792
748,9,I Saw Her Standing There,The Charles River Valley Boys,P_24570
748,10,I Saw Her Standing There,George Martin and His Orchestra,P_38639
748,11,I Saw Her Standing There,Santo & Johnny,P_38711
748,12,I Saw Her Standing There,Tommy Scott and The Boys,P_514518
749,0,MacArthur Park,Richard Harris,P_5930
749,1,MacArthur Park,Ray Conniff and The Singers,P_250818
749,2,MacArthur Park,Carmen McRae,P_52714
749,3,MacArthur Park,The Raymonde Singers Etcetera,P_452101
